Student_ID,Major,Exam_Score
507,CS,81.36608242091835
508,CS,89.74644878657374
509,Physics,68.57994475788018
510,,66.49939812282275
511,CS,74.48339974767728
512,,60.71374590367918
513,Physics,71.28546935752391
514,CS,
515,Math,
516,CS,77.32422724408485
517,CS,59.00522046100409
518,CS,95.09901308235446
519,,88.36832650968525
520,CS,75.65658371349349
521,CS,44.52386687079209
522,CS,
523,Physics,
524,CS,96.31080921739556
525,CS,69.27515973569838
526,CS,58.256101507859405
527,CS,
528,Math,
529,Math,
530,CS,
531,,78.0303295944388
532,,78.40919500647556
533,CS,46.772190855120996
534,CS,83.2918451936137
535,Physics,
536,Arts,
537,Arts,
538,Physics,76.22298776474804
539,Math,35.58593807034519
540,Physics,93.55715935019361
541,CS,56.774754289333316
542,,70.87476081688654
543,,
544,CS,
545,,
546,CS,77.2423403588589
547,CS,31.531429508231735
548,Arts,45.74135770769861
549,CS,
550,CS,
551,Arts,74.19972540148572
552,Math,78.70184664296967
553,Math,81.93456411207575
554,CS,85.09315479167559
555,CS,
556,Physics,67.77296586798863
557,Math,66.7287895371036
558,Math,
559,,83.44029430706337
560,CS,
561,Arts,94.77130011861453
562,CS,65.81810636175892
563,Math,95.45123320283491
564,CS,51.794223101257764
565,Math,61.840262070277674
566,Arts,37.51187798514511
567,Math,55.322623243367374
568,CS,82.23555461116764
569,Math,70.56585619917826
570,,83.59847468721449
571,CS,
572,Physics,46.50201832177082
573,,68.04835659532998
574,Physics,89.56246299198504
575,Math,73.96724468894801
576,CS,
577,CS,78.3498847392359
578,CS,43.02417640310917
579,Arts,
580,Physics,71.53084632180806
581,Math,62.0086864006179
582,CS,64.49611937281325
583,CS,86.97915983170031
584,Physics,
585,CS,
586,CS,90.86262162647986
587,,88.02119906831427
588,,34.53881891265214
589,CS,60.80869214140046
590,CS,
591,,
592,,80.62165152820357
593,CS,65.55640347398484
594,CS,69.70761135625658
595,,71.08193447579059
596,,
597,CS,
598,,71.61724123301272
599,CS,71.10581998890567
600,CS,
601,CS,70.38485513235125
602,Physics,
603,,76.26753775075157
604,CS,61.72065608686672
605,Math,
606,Arts,81.97186967153891
607,CS,90.24428851852386
608,Physics,77.98648952108549
609,CS,96.76736643950973
610,Arts,95.44251934702082
611,Physics,77.83322848448732
612,Arts,94.71859369974419
613,Math,74.89122125751894
614,CS,
615,,47.28022287157215
616,CS,85.70246691973385
617,CS,81.6611210043672
618,Physics,
619,Physics,84.36074344585869
620,Arts,46.27478808725205
621,CS,59.52611891549937
622,Physics,
623,Physics,97.23275856820655
624,CS,97.32756598478302
625,,80.30854144611514
626,CS,70.78697236867683
627,CS,
628,Arts,72.96910856878117
629,Math,62.02344473935221
630,Physics,94.46457580372225
631,Arts,59.999202105036616
632,CS,66.32825423865712
633,,92.58317822528473
634,CS,45.741925502095036
635,Physics,83.05792969607253
636,CS,
637,Arts,
638,CS,91.56187883075658
639,CS,66.31993345026642
640,Physics,61.50121790938806
641,CS,45.04183072528095
642,Math,85.45901045448163
643,CS,57.21630531451272
644,,
645,,
646,CS,80.89909592294023
647,CS,43.40967219642793
648,CS,73.36211958057093
649,CS,85.3438821312632
650,CS,
651,,
652,CS,67.71667177886818
653,Math,
654,,77.11043111172555
655,CS,73.63887787897274
656,Math,
657,Math,
658,,73.89609892498122
659,Physics,79.3817796517821
660,,67.79905040947708
661,Math,
662,CS,43.10299697644407
663,Math,
664,Math,80.4476461153195
665,CS,
666,CS,65.40109937071355
667,Arts,77.2522437061704
668,CS,85.05541057123712
669,Math,
670,Arts,91.66274275988447
671,Physics,
672,Math,72.77839748982679
673,Physics,44.419753157144235
674,Physics,91.97151637890283
675,CS,78.07579022549412
676,CS,73.53160052335436
677,,66.53776448909352
678,Arts,
679,Math,
680,CS,
681,,59.58349314855129
682,,69.66609781965063
683,CS,64.33197840673887
684,Math,77.41770918550404
685,CS,83.35995702270323
686,,63.8390518513783
687,CS,71.24786243032999
688,Physics,
689,Math,65.12282684602589
690,,
691,Arts,65.80302363569949
692,Math,46.05191337620791
693,CS,
694,,54.052482955699546
695,Physics,95.66797255627445
696,CS,
697,CS,75.44612962745992
698,CS,
699,CS,80.03368542005113
700,Physics,78.89707506596176
701,CS,70.02029762258705
702,,67.41864396838852
703,CS,84.10484469998659
704,CS,80.97422753662667
705,Arts,68.59730850921581
706,,88.70888639270748
707,,74.41529650433631
708,,69.25313131804972
709,CS,
710,,84.10241568674432
711,CS,68.68701594166082
712,Physics,54.35939373131827
713,Arts,81.80142796489083
714,,
715,CS,
716,,55.82062205547603
717,CS,
718,CS,36.72183634780739
719,,56.341866462371094
720,CS,85.70884606498001
721,Physics,94.2559939341812
722,CS,
723,CS,73.75791283380833
724,Math,61.351445636297186
725,CS,56.551331017106286
726,,95.746072179525
727,Physics,86.18758396974171
728,CS,57.88285581300083
729,Physics,75.06191416149716
730,,50.48060938422084
731,CS,72.89410348753405
732,Math,82.82559323225479
733,CS,66.65737928852373
734,,75.30770226414928
735,Physics,
736,Physics,91.82529287129144
737,,87.53796195326042
738,Math,
739,Arts,74.97748025160986
740,,90.20226444085823
741,Math,
742,CS,
743,CS,49.02236056363813
744,,72.94409965883492
745,CS,89.95825094077593
746,Math,42.265055741475884
747,CS,42.94378135639486
748,CS,65.41925741568015
749,CS,65.40898815342011
750,,
751,CS,66.06936920664288
752,Math,76.52066615332484
753,CS,78.64434345856166
754,CS,
755,CS,85.36466306477803
756,Math,78.81456648452966
757,CS,50.69579807469946
758,CS,66.56322929207482
759,,90.3788453719558
760,CS,86.06121125828147
761,Arts,74.38779276207111
762,Arts,
763,CS,64.93591532015202
764,Math,74.58742752944151
765,Arts,
766,CS,90.0007561454939
767,Physics,67.39637174971622
768,,
769,CS,50.179742746123225
770,CS,88.14340350530485
771,Arts,63.835488306580366
772,Math,71.84272563106322
773,CS,82.85240207327975
774,CS,92.26126900090038
775,CS,75.05922226809216
776,,65.71832711839596
777,,79.47412376816513
778,Arts,86.67491281493179
779,,85.31268922508129
780,,85.28102072815838
781,Math,65.33350972267678
782,,88.96907065817527
783,,84.79548068239103
784,Arts,81.94779389220813
785,Physics,76.92879176374906
786,CS,80.70232584914844
787,,80.81807057001271
788,CS,
789,Math,45.958553733574995
790,Math,42.56517332383511
791,,81.4650568209399
792,Arts,51.66006819048703
793,Math,72.81572785532244
794,CS,85.52801141502772
795,,85.13286555473982
796,CS,79.63340208482403
797,CS,72.00570324449593
798,CS,62.14211417629312
799,CS,97.96232653202306
800,,
801,CS,
802,,56.34071622556887
803,,
804,CS,67.35703649571067
805,Physics,79.3403345251237
806,CS,79.51934228264228
807,CS,62.44677750949894
808,Math,86.59375322309192
809,,62.37325852020372
810,CS,54.00628802493327
811,,
812,Math,
813,,69.28458849836525
814,Arts,85.6013911503651
815,Math,48.137354077804304
816,Physics,60.90233244812274
817,CS,
818,Math,86.3393327834685
819,Physics,81.2093070204836
820,Math,90.29418033095848
821,Physics,
822,CS,90.13787006724408
823,CS,
824,CS,
825,CS,
826,Physics,94.24255126952326
827,CS,
828,Arts,
829,Arts,64.5897413813446
830,CS,
831,CS,52.031873201894506
832,Physics,89.49544265517791
833,Arts,69.35960037699553
834,CS,95.2220672224975
835,CS,71.93235947990716
836,Math,80.87405140032511
837,,
838,CS,
839,,95.11841079867902
840,CS,18.18693640340357
841,CS,75.47862014570337
842,CS,68.72466942379218
843,CS,53.373448704975665
844,CS,67.46317794527876
845,CS,67.07619444091463
846,,
847,CS,85.76251600517098
848,CS,71.5686256237975
849,,92.35309614882907
850,CS,
851,CS,80.64272580121032
852,Math,49.79551382556065
853,Arts,65.44099744578722
854,CS,51.67535268184519
855,Math,72.47463913797888
856,Physics,80.73173130653032
857,Math,67.06958191289425
858,,46.153392002875
859,Math,66.30629646848053
860,CS,
861,Math,52.10769519142807
862,Physics,72.66470582001399
863,CS,48.71057361943319
864,Physics,66.03143292051965
865,CS,73.41452900148602
866,Physics,
867,CS,
868,CS,
869,CS,73.44403277530195
870,Arts,67.34403917011328
871,CS,81.09175146992868
872,CS,81.62207361244725
873,CS,78.45431806946397
874,Math,85.42012998722514
875,Math,38.92006027771212
876,,57.69838101034664
877,CS,59.89248265105069
878,CS,90.44193789881653
879,CS,79.00807355379341
880,,
881,Physics,76.38079781211786
882,CS,74.55902985395682
883,CS,67.64232367587279
884,CS,
885,Arts,
886,,92.09776862172487
887,,96.5794074306066
888,CS,69.02876139541205
889,,75.5693041197609
890,,74.82474028471096
891,CS,67.29147061486691
892,Math,64.11835379973809
893,Physics,
894,,
895,Physics,44.29008989329187
896,CS,95.48148011402324
897,Math,
898,CS,93.3259290050238
899,,61.38089172048788
900,Physics,
901,CS,86.49260977248684
902,CS,
903,CS,
904,Math,76.86803321495876
905,Physics,
906,,52.59777604908512
907,,66.19012816832729
908,,
909,CS,41.87426110360233
910,Physics,80.61738207953589
911,Math,64.07046093618867
912,Arts,31.401784573247372
913,CS,72.22856978168839
914,,68.32053797968217
915,Math,
916,Arts,57.56910450177584
917,CS,45.26777054664767
918,,
919,Math,
920,CS,63.663617909106165
921,CS,59.58747203605456
922,CS,45.67506345485544
923,Math,90.34122759574413
924,Physics,58.93493984834443
925,Math,
926,Math,
927,Math,86.2807543282924
928,CS,85.56657337944982
929,CS,89.28367996386733
930,,79.6864277848242
931,,64.9427842559824
932,CS,83.18058322259358
933,,87.98611342774578
934,CS,68.21060484486173
935,CS,69.330029394193
936,CS,53.373274663509484
937,CS,
938,Arts,31.30328034180529
939,,
940,Physics,53.839179809364815
941,CS,75.97235281721053
942,,
943,Physics,
944,Physics,66.56558934805787
945,CS,66.00454813641574
946,Math,81.74665483987673
947,Physics,78.52566517021147
948,Math,
949,Math,
950,CS,73.64691290952528
951,Math,78.06168542082898
952,,55.25044750103676
953,Math,93.26767353423413
954,CS,74.171191250293
955,,85.5076203179197
956,CS,73.6256495003912
957,,29.06717991537165
958,CS,89.27517207841811
959,Math,62.96724327311652
960,Physics,
961,,72.82572157648322
962,CS,88.22277140176128
963,,97.82224017372505
964,Physics,
965,Math,71.25201309048123
966,CS,76.67791713253646
967,,73.9690570399673
968,,51.045185255678206
969,Physics,77.44226812939894
970,Physics,73.32320158428736
971,Math,77.26175940911645
972,,91.0309169781462
973,,70.62120307541093
974,CS,
975,,
976,CS,
977,CS,86.18521078682181
978,CS,
979,Arts,
980,,88.44001617369062
981,Physics,55.586620386463714
982,,79.80539734844695
983,CS,62.08150601552319
984,Physics,42.223774225808185
985,,51.319591795973594
986,Math,
987,CS,
988,Arts,80.27582411574596
989,CS,59.85381751204775
990,CS,
991,Arts,54.011851840657755
992,CS,83.09288166304292
993,Math,95.00979147983296
994,Physics,90.73534441660797
995,Physics,
996,Arts,
997,,96.72576739209693
998,,46.205809363558956
999,,
1000,,86.45432138528119
